Airport|(X (X) (X))|sibling|2|Abilene Regional Airport|1st runway LengthFeet|3678|Abilene Regional Airport|elevationAboveTheSeaLevel (in metres)|546	546m above sea level, the length of the 1st runway at Abilene Regional airport is 3678 feet.
Airport|(X (X) (X))|sibling|2|Abilene Regional Airport|1st runway LengthFeet|3678|Abilene Regional Airport|elevationAboveTheSeaLevel (in metres)|546	The Abilene Regional Airport is 546 metres above sea level and the 1st runway is 3678 feet.
Airport|(X (X) (X))|sibling|2|Abilene Regional Airport|1st runway LengthFeet|3678|Abilene Regional Airport|elevationAboveTheSeaLevel (in metres)|546	Abilene Regional Airport is 546 metres above sea level and the length of the first runway is 3678 feet.
Airport|(X (X) (X))|sibling|2|Abilene Regional Airport|1st runway SurfaceType|Asphalt|Abilene Regional Airport|elevationAboveTheSeaLevel (in metres)|546	Abilene Regional Airportis 546 metres above sea level and has a 1st runway made of asphalt.
Airport|(X (X) (X))|sibling|2|Abilene Regional Airport|1st runway SurfaceType|Asphalt|Abilene Regional Airport|elevationAboveTheSeaLevel (in metres)|546	The first runway at Abilene Regional Airport (elevation 546 metres above sea level) is made from asphalt.
Airport|(X (X) (X))|sibling|2|Abilene Regional Airport|1st runway SurfaceType|Asphalt|Abilene Regional Airport|elevationAboveTheSeaLevel (in metres)|546	Abilene Regional Airport is located 546 metres above sea level and the 1st runway is made of asphalt.
Airport|(X (X) (X))|sibling|2|Abilene Regional Airport|3rd runway LengthFeet|7202|Abilene Regional Airport|elevationAboveTheSeaLevel (in metres)|546	The Abilene Regional Airport lies 546 metres above sea level and its third runway is 7,202 feet long.
Airport|(X (X) (X))|sibling|2|Abilene Regional Airport|3rd runway LengthFeet|7202|Abilene Regional Airport|elevationAboveTheSeaLevel (in metres)|546	The Abilene regional airport is 546 metres above sea level and has a runway length of 7202 feet.
Airport|(X (X) (X))|sibling|2|Abilene Regional Airport|3rd runway LengthFeet|7202|Abilene Regional Airport|elevationAboveTheSeaLevel (in metres)|546	Abilene Regional Airport is located 546 metres above sea level and the length of the 3rd runway is 7202 feet.
Airport|(X (X (X)))|chain|2|Abilene Regional Airport|cityServed|Abilene, Texas|Abilene, Texas|country|United States	Abilene Regional Airport serves the city of Abilene in Texas, United States.
Airport|(X (X (X)))|chain|2|Abilene Regional Airport|cityServed|Abilene, Texas|Abilene, Texas|country|United States	Abilene Regional Airport serves the city of Abilene, Texas United States.
Airport|(X (X (X)))|chain|2|Abilene Regional Airport|cityServed|Abilene, Texas|Abilene, Texas|country|United States	Abilene in Texas (United States) is served by the Abilene regional airport.
Airport|(X (X (X)))|chain|2|Abilene Regional Airport|cityServed|Abilene, Texas|Abilene, Texas|isPartOf|Jones County, Texas	The Abilene regional airport serves Abilene, Jones County, Texas.
Airport|(X (X (X)))|chain|2|Abilene Regional Airport|cityServed|Abilene, Texas|Abilene, Texas|isPartOf|Jones County, Texas	Abilene Regional Airport serves the city of Abilene which is part of Jones County, Texas.
Airport|(X (X (X)))|chain|2|Abilene Regional Airport|cityServed|Abilene, Texas|Abilene, Texas|isPartOf|Jones County, Texas	Abilene Regional Airport serves the city of Abilene, Jones County, Texas.
Airport|(X (X (X)))|chain|2|Abilene Regional Airport|cityServed|Abilene, Texas|Abilene, Texas|isPartOf|Taylor County, Texas	Abilene is part of Taylor County, Texas and served by Abilene regional airport.
Airport|(X (X (X)))|chain|2|Abilene Regional Airport|cityServed|Abilene, Texas|Abilene, Texas|isPartOf|Taylor County, Texas	Abilene, Texas is part of Taylor County, Texas and is served by the Abilene regional airport.
Airport|(X (X (X)))|chain|2|Abilene Regional Airport|cityServed|Abilene, Texas|Abilene, Texas|isPartOf|Taylor County, Texas	Abilene, Taylor County, Texas is served by the Abilene regional airport.
Airport|(X (X) (X))|sibling|2|Abilene Regional Airport|locationIdentifier|ABI|Abilene Regional Airport|elevationAboveTheSeaLevel (in metres)|546	Abilene Regional Airport, located 546 metres above sea level, has the location identifier ABI.
Airport|(X (X) (X))|sibling|2|Abilene Regional Airport|locationIdentifier|ABI|Abilene Regional Airport|elevationAboveTheSeaLevel (in metres)|546	The Abilene Regional Airport's identifier is ABI and it is 546 metres above sea level.
Airport|(X (X) (X))|sibling|2|Abilene Regional Airport|locationIdentifier|ABI|Abilene Regional Airport|elevationAboveTheSeaLevel (in metres)|546	The location Identifier of Abilene Regional Airport, located 546 metres above sea level, is ABI.
Airport|(X (X) (X))|sibling|2|Adirondack Regional Airport|1st runway LengthFeet|6573|Adirondack Regional Airport|elevationAboveTheSeaLevel (in metres)|507	Adirondack Regional Airport is 507 metres above sea level and the 1st runway is 6573 ft in length.
Airport|(X (X) (X))|sibling|2|Adirondack Regional Airport|1st runway LengthFeet|6573|Adirondack Regional Airport|elevationAboveTheSeaLevel (in metres)|507	Adirondack Regional Airport is 507 metres above sea level and its 1st runway has a length of 6573 metres.
Airport|(X (X) (X))|sibling|2|Adirondack Regional Airport|1st runway LengthFeet|6573|Adirondack Regional Airport|elevationAboveTheSeaLevel (in metres)|507	Adirondack Regional Airport is 507 metres above sea level and the length of the first runway is 6,573 feet.
Airport|(X (X) (X))|sibling|2|Adirondack Regional Airport|cityServed|Lake Placid, New York|Adirondack Regional Airport|cityServed|Saranac Lake, New York	Adirondack Regional Airport serves Lake Placid and the city of Saranac Lake, New York.
Airport|(X (X) (X))|sibling|2|Adirondack Regional Airport|cityServed|Lake Placid, New York|Adirondack Regional Airport|cityServed|Saranac Lake, New York	Adirondack Regional Airport serves both Lake Placid and Saranac Lake, New York.
Airport|(X (X) (X))|sibling|2|Adirondack Regional Airport|cityServed|Lake Placid, New York|Adirondack Regional Airport|cityServed|Saranac Lake, New York	Adirondack Regional Airport serves the cities of Lake Placid and Saranac Lake, New York.
Airport|(X (X) (X))|sibling|2|Adirondack Regional Airport|location|Harrietstown, New York|Adirondack Regional Airport|elevationAboveTheSeaLevel (in metres)|507	Adirondack Regional Airport is 507 metres above sea level and is located in Harrietstown, New York.
Airport|(X (X) (X))|sibling|2|Adirondack Regional Airport|location|Harrietstown, New York|Adirondack Regional Airport|elevationAboveTheSeaLevel (in metres)|507	Adirondack Regional airport is located at Harrietstown, New York and is 507 metres above sea level.
Airport|(X (X) (X))|sibling|2|Adirondack Regional Airport|location|Harrietstown, New York|Adirondack Regional Airport|elevationAboveTheSeaLevel (in metres)|507	Adirondack Regional airport is 507 metres above sea level and is located at Harrietstown, New York.
Airport|(X (X) (X))|sibling|2|Adirondack Regional Airport|locationIdentifier|SLK|Adirondack Regional Airport|elevationAboveTheSeaLevel (in metres)|507	Adirondack Regional Airport is 507 metres above sea level and has SLK as its location identifier.
Airport|(X (X) (X))|sibling|2|Adirondack Regional Airport|locationIdentifier|SLK|Adirondack Regional Airport|elevationAboveTheSeaLevel (in metres)|507	SLK is the I.D. of the Adirondack Regional Airport which is 507 metres above sea level.
Airport|(X (X (X)))|chain|2|Adolfo Suárez Madrid–Barajas Airport|location|Alcobendas|Alcobendas|country|Spain	Adolfo Suárez Madrid Barajas Airport is found in Alcobendas, Spain.
Airport|(X (X (X)))|chain|2|Adolfo Suárez Madrid–Barajas Airport|location|Alcobendas|Alcobendas|country|Spain	Adolfo Suárez Madrid–Barajas Airport is in Alcobendas, Spain.
Airport|(X (X (X)))|chain|2|Adolfo Suárez Madrid–Barajas Airport|location|Madrid|Madrid|country|Spain	Adolfo Suarez Madrid-Barajas Airport is located in Madrid, in Spain.
Airport|(X (X (X)))|chain|2|Adolfo Suárez Madrid–Barajas Airport|location|Madrid|Madrid|country|Spain	Adolfo Suarez Madrid-Barajas Airport is located in Madrid, Spain.
Airport|(X (X (X)))|chain|2|Adolfo Suárez Madrid–Barajas Airport|location|Madrid|Madrid|country|Spain	The Adolfo Suárez Madrid–Barajas Airport is in Madrid, Spain.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|location|Paracuellos de Jarama|Adolfo Suárez Madrid–Barajas Airport|elevationAboveTheSeaLevel (in metres)|610.0	Adolfo Suarez Madrid-Barajas airport is located at Paracuellos de Jarama at an elevation of 610.0 metres above sea level.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|location|Paracuellos de Jarama|Adolfo Suárez Madrid–Barajas Airport|elevationAboveTheSeaLevel (in metres)|610.0	Adolfo Suarez Madrid-Barajas airport is located at Paracuellos de Jarama and is elevated 610 metres above sea level.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|location|Paracuellos de Jarama|Adolfo Suárez Madrid–Barajas Airport|runwayLength|3500.0	The Adolfo Suárez Madrid–Barajas Airport which has a runway length of 3500 is located in Paracuellos de Jarama.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|location|Paracuellos de Jarama|Adolfo Suárez Madrid–Barajas Airport|runwayLength|3500.0	The Adolfo Suarez madrid-Barajas airport is located at Paracuellos de Jarama and its runway length is 3500.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|location|Paracuellos de Jarama|Adolfo Suárez Madrid–Barajas Airport|runwayLength|3500.0	Adolfo Suárez Madrid–Barajas Airport can be found in Paracuellos de Jarama and has a runway length of 3500.0.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|location|Paracuellos de Jarama|Adolfo Suárez Madrid–Barajas Airport|runwayLength|4100.0	The Adolfo Suárez Madrid–Barajas Airport is in Paracuellos de Jarama and has a runway length of 4100.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|location|Paracuellos de Jarama|Adolfo Suárez Madrid–Barajas Airport|runwayLength|4100.0	The runway length of Adolfo Suarez Madrid-Barajas airport, Paracuellos de Jarama, is 4100.0.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|location|Paracuellos de Jarama|Adolfo Suárez Madrid–Barajas Airport|runwayLength|4100.0	The runway length of Adolfo Suárez Madrid–Barajas Airport located at Paracuellos de Jarama, is 4,100.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|location|Paracuellos de Jarama|Adolfo Suárez Madrid–Barajas Airport|runwayLength|4349.0	Located in Paracuellos de Jarama, theAdolfo Suárez Madrid–Barajas Airport has a runway length of 4349.0.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|location|Paracuellos de Jarama|Adolfo Suárez Madrid–Barajas Airport|runwayLength|4349.0	The runway length of Adolfo Suárez Madrid–Barajas Airport, in Paracuellos de Jarama, is 4,349.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|location|Paracuellos de Jarama|Adolfo Suárez Madrid–Barajas Airport|runwayLength|4349.0	The Adolfo Suárez Madrid–Barajas Airport is in Paracuellos de Jarama and has a runway length of 4349.0.
Airport|(X (X (X)))|chain|2|Adolfo Suárez Madrid–Barajas Airport|location|Paracuellos de Jarama|Paracuellos de Jarama|country|Spain	Adolfo Suárez Madrid–Barajas Airport can be found in Paracuellos de Jarama Spain.
Airport|(X (X (X)))|chain|2|Adolfo Suárez Madrid–Barajas Airport|location|Paracuellos de Jarama|Paracuellos de Jarama|country|Spain	The Adolfo Suárez Madrid–Barajas Airport is in Paracuellos de Jarama, Spain.
Airport|(X (X (X)))|chain|2|Adolfo Suárez Madrid–Barajas Airport|location|Paracuellos de Jarama|Paracuellos de Jarama|isPartOf|Community of Madrid	Adolfo Suarez Madrid-Barajas Airport is in Paracuellos de Jarama, Madrid.
Airport|(X (X (X)))|chain|2|Adolfo Suárez Madrid–Barajas Airport|location|Paracuellos de Jarama|Paracuellos de Jarama|isPartOf|Community of Madrid	The Adolfo Suarez Madrid-Barajas airport is located in Paracuellos de Jarama in Madrid.
Airport|(X (X (X)))|chain|2|Adolfo Suárez Madrid–Barajas Airport|location|San Sebastián de los Reyes|San Sebastián de los Reyes|country|Spain	Adolfo Suarez Madrid-Barajas airport is located at San Sebastian de los Reyes, in Spain.
Airport|(X (X (X)))|chain|2|Adolfo Suárez Madrid–Barajas Airport|location|San Sebastián de los Reyes|San Sebastián de los Reyes|country|Spain	Adolfo Suárez Madrid–Barajas Airport is found in San Sebastián de los Reyes, Spain.
Airport|(X (X (X)))|chain|2|Adolfo Suárez Madrid–Barajas Airport|location|San Sebastián de los Reyes|San Sebastián de los Reyes|country|Spain	The Adolfo Suárez Madrid–Barajas Airport is located in San Sebastián de los Reyes, Spain.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|runwayLength|3500.0|Adolfo Suárez Madrid–Barajas Airport|location|Madrid	In Madrid, the Adolfo Suárez Madrid–Barajas Airport has a runway with the length of 3,500 metres.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|runwayLength|3500.0|Adolfo Suárez Madrid–Barajas Airport|location|Madrid	The Adolfo Suarez Madrid-Barajas airport is located in Madrid and has a runway length of 3500.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|runwayLength|3500.0|Adolfo Suárez Madrid–Barajas Airport|location|Madrid	The runway length at Adolfo Suarez Madrid-Barajas airport in Madrid is 3500.0.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|runwayLength|4349.0|Adolfo Suárez Madrid–Barajas Airport|location|Madrid, Paracuellos de Jarama, San Sebastián de los Reyes and Alcobendas	Adolfo Suárez Madrid–Barajas Airport (located at Madrid, Paracuellos de Jarama, San Sebastián de los Reyes and Alcobendas) has a runway that is 4349 metres long.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|runwayLength|4349.0|Adolfo Suárez Madrid–Barajas Airport|location|Madrid, Paracuellos de Jarama, San Sebastián de los Reyes and Alcobendas	Adolfo Suarez Madrid-Barajas airport is located at Madrid, Paracuellos de Jarama, San Sebastian de los Reyes and Alcobendas. It has a runway length of 4349.0.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|runwayLength|4349.0|Adolfo Suárez Madrid–Barajas Airport|location|Madrid, Paracuellos de Jarama, San Sebastián de los Reyes and Alcobendas	Found in Madrid, Paracuellos de Jarama, San Sebastián de los Reyes and Alcobendas, Adolfo Suárez Madrid–Barajas Airport, has a runway that is 4349 metres long.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|runwayLength|4349.0|Adolfo Suárez Madrid–Barajas Airport|location|San Sebastián de los Reyes	The runway length of Adolfo Suárez Madrid–Barajas Airport which is located at San Sebastian de los Reyes, is 4,349.
Airport|(X (X) (X))|sibling|2|Adolfo Suárez Madrid–Barajas Airport|runwayLength|4349.0|Adolfo Suárez Madrid–Barajas Airport|location|San Sebastián de los Reyes	Adolfo Suarez Madrid-Barajas Airport is located in San Sebastian de los Reyes and its runway is 4349 metres long.
Airport|(X (X (X)))|chain|2|Afonso Pena International Airport|cityServed|Curitiba|Curitiba|isPartOf|Paraná (state)	Afonso Pena International Airport serves Curitiba, which is part of Parana state.
Airport|(X (X (X)))|chain|2|Afonso Pena International Airport|cityServed|Curitiba|Curitiba|isPartOf|Paraná (state)	Afonso Pena International Airport serves Curitiba which is part of the State of Paraná.
Airport|(X (X (X)))|chain|2|Afonso Pena International Airport|cityServed|Curitiba|Curitiba|isPartOf|Paraná (state)	Afonso Pena International Airport serves the city of Curitiba which is part of the state of Parana.
Airport|(X (X (X)))|chain|2|Afonso Pena International Airport|cityServed|Curitiba|Curitiba|isPartOf|South Region, Brazil	Afonso Pena International Airport serves the city of Curitiba which is part of the South Region, Brazil.
Airport|(X (X (X)))|chain|2|Afonso Pena International Airport|cityServed|Curitiba|Curitiba|isPartOf|South Region, Brazil	Afonso Pena International Airport serves the city of Curitiba, part of the South Region in Brazil.
Airport|(X (X (X)))|chain|2|Afonso Pena International Airport|cityServed|Curitiba|Curitiba|isPartOf|South Region, Brazil	Afonso Pena International Airport serves Curitiba, South Region, Brazil.
Airport|(X (X) (X))|sibling|2|Afonso Pena International Airport|elevationAboveTheSeaLevel (in feet)|2988|Afonso Pena International Airport|location|São José dos Pinhais	Afonso Pena International Airport in São José dos Pinhais, is 2988 feet above sea level.
Airport|(X (X) (X))|sibling|2|Afonso Pena International Airport|elevationAboveTheSeaLevel (in feet)|2988|Afonso Pena International Airport|location|São José dos Pinhais	Afonso Pena International Airport, located in Sao Jose dos Pinhais, is elevated 2988 feet above sea level.
Airport|(X (X) (X))|sibling|2|Afonso Pena International Airport|location|São José dos Pinhais|Afonso Pena International Airport|runwayLength|1800.0	Afonso Pena International Airport, with a runway length of 1800.00, is located in Sao Jose dos Pinhais.
Airport|(X (X) (X))|sibling|2|Afonso Pena International Airport|operatingOrganisation|Infraero|Afonso Pena International Airport|location|São José dos Pinhais	Afonso Pena International Airport, operated by Infraero, is located in Sao Jose dos Pinhais.
Airport|(X (X) (X))|sibling|2|Afonso Pena International Airport|operatingOrganisation|Infraero|Afonso Pena International Airport|location|São José dos Pinhais	Afonso Pena International Airport in Sao Jose dos Pinhais is operated by Infraero.
Airport|(X (X) (X))|sibling|2|Afonso Pena International Airport|operatingOrganisation|Infraero|Afonso Pena International Airport|location|São José dos Pinhais	Afonso Pena International Airport is located in Sao Jose dos Pinhais and Infraero is the operating organisation.
Airport|(X (X (X)))|chain|2|Afonso Pena International Airport|operatingOrganisation|Infraero|Infraero|location|Brazil	Infraero in Brazil, operates Afonso Pena International Airport.
Airport|(X (X (X)))|chain|2|Afonso Pena International Airport|operatingOrganisation|Infraero|Infraero|location|Brazil	Afonso Pena International Airport is operated by Infraero who are located in Brazil.
Airport|(X (X) (X))|sibling|2|Afonso Pena International Airport|runwayLength|2215.0|Afonso Pena International Airport|location|São José dos Pinhais	Located at Sao Jose dos Pinhais, Afonso Pena International Airport has a runway length of 2215.0 metres.
Airport|(X (X) (X))|sibling|2|Afonso Pena International Airport|runwayLength|2215.0|Afonso Pena International Airport|location|São José dos Pinhais	2215.0 is the length of the runway at Afonso Pena International Airport, São José dos Pinhais.
Airport|(X (X) (X))|sibling|2|Afonso Pena International Airport|runwayLength|2215.0|Afonso Pena International Airport|location|São José dos Pinhais	The runway length at Afonso Pena International Airport, located in São José dos Pinhais, is 2215.0.
Airport|(X (X) (X))|sibling|2|Agra Airport|IATA Location Identifier|AGR|Agra Airport|location|Agra	AGR is the ATA Location Identifier for Agra Airport, Agra.
Airport|(X (X) (X))|sibling|2|Agra Airport|IATA Location Identifier|AGR|Agra Airport|location|Agra	AGR is the ATA Location Identifier for Agra Airport which is located in Agra.
Airport|(X (X) (X))|sibling|2|Agra Airport|IATA Location Identifier|AGR|Agra Airport|location|Agra	AGR is the IATA I.D. of the Agra Airport which is located in Agra.
Airport|(X (X) (X))|sibling|2|Agra Airport|ICAO Location Identifier|VIAG|Agra Airport|location|Agra	Agra airport is located in Agra and its ICAO location identifier is VIAG.
Airport|(X (X) (X))|sibling|2|Agra Airport|location|India|Agra Airport|IATA Location Identifier|AGR	Agra airport is in India and has the ATA location identifier AGR.
Airport|(X (X) (X))|sibling|2|Agra Airport|location|India|Agra Airport|IATA Location Identifier|AGR	Agra Airport, India, has an IATA Location Identifier of AGR.
Airport|(X (X) (X))|sibling|2|Agra Airport|location|India|Agra Airport|ICAO Location Identifier|VIAG	Agra airport is located in India and the ICAO location identifier is VIAG.
Airport|(X (X) (X))|sibling|2|Agra Airport|location|India|Agra Airport|ICAO Location Identifier|VIAG	The location identifier for Agra Airport, India is VIAG.
Airport|(X (X) (X))|sibling|2|Agra Airport|location|India|Agra Airport|ICAO Location Identifier|VIAG	The ICAO Location Identifier of Agra Airport which is in India is VIAG.
Airport|(X (X (X)))|chain|2|Agra Airport|location|India|India|leaderName|Narendra Modi	Agra Airport is located in India, where the leader is Narendra Modi.
Airport|(X (X (X)))|chain|2|Agra Airport|location|India|India|leaderName|Narendra Modi	Agra Airport is in India where the leader is Narendra Modi.
Airport|(X (X (X)))|chain|2|Agra Airport|location|India|India|leaderName|Narendra Modi	The leader of India is Narendra Modi and Agra airport is located in that country.
Airport|(X (X) (X))|sibling|2|Agra Airport|location|Uttar Pradesh|Agra Airport|IATA Location Identifier|AGR	Agra Airport is located in Uttar Pradesh and has the IATA Location Identifier of AGR.
Airport|(X (X) (X))|sibling|2|Agra Airport|location|Uttar Pradesh|Agra Airport|IATA Location Identifier|AGR	AGR is the IATA location identifier for Agra Airport which is located in Uttar Pradesh.
Airport|(X (X) (X))|sibling|2|Agra Airport|location|Uttar Pradesh|Agra Airport|IATA Location Identifier|AGR	Located in Uttar Pradesh, Agra Airport has the ATA location identifier AGR.
Airport|(X (X) (X))|sibling|2|Agra Airport|location|Uttar Pradesh|Agra Airport|ICAO Location Identifier|VIAG	Agra Airport is in Uttar Pradesh with the ICAO Location Identifier of VIAG.
Airport|(X (X) (X))|sibling|2|Agra Airport|location|Uttar Pradesh|Agra Airport|ICAO Location Identifier|VIAG	Agra Airport is located in Uttar Pradesh and its ICAO identifier is VIAG.
Airport|(X (X (X)))|chain|2|Agra Airport|location|Uttar Pradesh|Uttar Pradesh|isPartOf|Bundelkhand	Agra Airport is in Uttar Pradesh which is part of Bundelkhand.
Airport|(X (X (X)))|chain|2|Agra Airport|location|Uttar Pradesh|Uttar Pradesh|isPartOf|Bundelkhand	Agra Airport is located in Uttar Pradesh which is part of Bundelkhand.
Airport|(X (X (X)))|chain|2|Agra Airport|location|Uttar Pradesh|Uttar Pradesh|leaderName|Ram Naik	Agra Airport is located in Uttar Pradesh where Ram Naik is leader.
Airport|(X (X (X)))|chain|2|Agra Airport|location|Uttar Pradesh|Uttar Pradesh|leaderName|Ram Naik	Agra Airport is in Uttar Pradesh where Ram Naik is the leader.
Airport|(X (X (X)))|chain|2|Agra Airport|location|Uttar Pradesh|Uttar Pradesh|leaderName|Ram Naik	Agra Airport is in Uttar Pradesh, the leader there is Ram Naik.
Airport|(X (X) (X))|sibling|2|Agra Airport|operatingOrganisation|Indian Air Force|Agra Airport|location|Agra	Agra Airport in Agra is operated by the Indian Air Force.
