atis_airfare||||||||||||||||||||||||||||||||||||||||||||||dallas|||||||||||||||||||||||||||||baltimore||||	please give me a list of all the flights between dallas and baltimore and their cost
atis_abbreviation||||||||||||||||||||||||||||||||||||||y|||||||||||||||||||||||||||||||||||||||||	what does fare code y mean
atis_ground_service|||||||||||||||||phoenix||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	ground transportation in phoenix
atis_flight|||united airline|||||||||||||||||||||||||||||||||||||||||||dallas|||||||||||||||||||||||||||||san francisco||||	okay could you tell me what flight leaves dallas to san francisco by united airline
atis_flight||||||||||||||||||||||||next|wednesday|||||||||noon|after|||||||||||denver|||||||||||||||||||||||||||||san francisco||||	show me all flights from denver to san francisco next wednesday which leave after noon
atis_flight||||||||||||||||||||||||||||||||||||||||||||||atlanta||||||||||||||||||||||denver|||||||san francisco||||	is there a flight from atlanta to san francisco that stops over in denver
atis_flight|||american airlines||||||||||||||atlanta||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	show departures and arrivals in atlanta for american airlines
atis_flight||||||||||||||||||||||||same||||||||||||||||latest||||||atlanta|||||||||||||||||||||||||||||boston||||	find me the earliest flight from boston to atlanta and the latest return from atlanta to boston within the same day
atis_flight|||||||||||||||||||||||||thursday|||||||morning||||||||||||||milwaukee||||||||or|||||||||||||||||||||orlando||||	i want to fly from milwaukee to orlando on either wednesday evening or thursday morning
atis_flight||||||||||||||||||||||||||||||||||||||||||||||denver|||||||||||||||||||||||||||||atlanta||||	i want a flight originating in denver going to pittsburgh and atlanta in either order
atis_flight||||||||||||||||||||||||||||||||||||||||||||||dallas|||||||||||||||||||||||||||||atlanta||||	show me the flights from dallas to atlanta
atis_flight||||||||||||||||||||||||||||||||||||||||||||||denver|||||||||||||||||||||||||||||san francisco||||	what flights are available from denver to san francisco
atis_airfare||||||||||||||||||||||||||||||||||||||||||||||boston|||||||||||||||||||||||||||||denver||||	what is the cost of a flight from boston to denver
atis_flight||||||||||||||||||||||||||||||||||||||||earliest||||||san jose|||||snack||||||||||||||||||||||||pittsburgh||||	show me the earliest flight from san jose to pittsburgh that serves a snack
atis_airfare||||||||||||||||||||||||||||||||||||||||||||||denver||||||||||||||||||round trip|||||||||||atlanta||||	could you please give me the round trip fare from denver to atlanta
atis_flight||||||||||||||||||||||||||||||||||645 am||||||||||||boston|||||||||||||||||||||||||||||washington||||	do you have a flight leaving boston at 645 am going to washington
atis_flight|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||atlanta's||||	what are all the flights into atlanta's airport
atis_flight|||||||||||||||||||||||||friday|||||||||||||||||||||atlanta|||||||||||||||||||||||||||||denver||||	show me the flights from atlanta to denver on friday
atis_abbreviation||||||||||||||||||||||||||||||||||||||qx|||||||||||||||||||||||||||||||||||||||||	what does fare code qx mean
atis_flight||twa||||||||||||||||||||||||||||||||||||||||||||washington|||||||||||||||||||||||||||||philadelphia||||	i would like information on twa flights from washington to philadelphia
atis_airline||||||||||||||||||||||||||||||||||||||||||||||boston|||||||||||||||||||||||||||||washington||dc||	which airlines fly from boston to washington dc but stopover in some other city
atis_ground_service|||||||||||||||||oakland||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	ground transportation in oakland
atis_flight|||united airlines|||||||||||||||||||||||||||||afternoon||||||||||||||san francisco|||||||||||||||||||||||||||||denver||||	list all afternoon flights on united airlines from san francisco to denver
atis_flight|||||||||||||||||||||||||monday|||||||||||||||||||||san francisco|||||||||||||||||||||||||||||pittsburgh||||	show me all flights from san francisco to pittsburgh on a monday
atis_flight||||||||||||||||||||||||||||||||||||||||latest||||||boston|||||||||||||||||||||||||||||denver||||	what is the latest flight leaving boston to denver
atis_aircraft||||||||||||||||||||||||||||||||||||||||||||||cleveland|||||||||||||||||||||||||||||dallas||||	okay i would like to know the type of aircraft used on a flight from cleveland to dallas please
atis_flight||||||||||||||||||||||||||twenty eighth||||||||||||||||||||las vegas|||||||||||||||||||||||||||||detroit||||	please show me the flights from las vegas to detroit on the twenty eighth
atis_airline||||||||||||||||||||||||||||||||||||||||||||||milwaukee|||||||||||||||||||||||||||||tacoma||||	what airlines fly from st. petersburg to milwaukee and from milwaukee to tacoma
atis_flight||||||||||||||||||||||||||||||||||||||||||||||boston||||||||||||||||||||||philadelphia|||||||dallas fort worth||||	i'd like to take a flight that begins in boston and lands at dallas fort worth but i'd like to stop over in philadelphia
atis_flight|||united airlines|||||||||||||||||||||||||tomorrow||||||||||||earliest||||||st. petersburg|||||||||||||||||||||||||||||milwaukee||||	give me the earliest flight tomorrow on united airlines from st. petersburg to milwaukee
atis_flight|||american airlines|||||||||||||||||||||||||||||||||||||||||||denver|||||||||||||||||||||||||||||milwaukee||||	american airlines from denver to milwaukee
atis_flight||||||||||||||||||||||||||||||||||noontime|around|||||||||||boston|||||||||||||||||||||||||||||washington||||	what flight is available at noontime from boston to washington what flight is available around noontime from boston to washington
atis_flight||||||||||||||||||||||||||||||||||||||||||||||philadelphia|||||||||||||||||||||||||||||boston||||	i need a return flight from philadelphia to boston
atis_flight|||northwest|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||denver|||||||||||	northwest flights with stops in denver
atis_airfare||||||||||||||||||first class||||||||||||||||||||||||||||baltimore|||||||||||||||||||||||||||||dallas||||	what is the first class fare from baltimore to dallas
atis_airline||||||||||||||||||||||||||||||||||||||||||||||toronto|||||||||||||||||||||||||||||san diego||||	could you please tell me the airlines that fly from toronto to san diego
atis_flight||||||||||||||||||||||||||thirtieth|june|||||||||||||earliest||||||memphis|||||||||||||||||||||||||||||cincinnati||||	what is the earliest flight from memphis to cincinnati on june thirtieth
atis_flight||||||||||||||||||||||||||||||||||||||||||nonstop||||dallas|||||||||||||||||||||||||||||houston||||	show me the nonstop flights from dallas to houston
atis_airfare||||||||||||||||||||||||||||||||||||economy||||||||||dallas|||||||||||||||||||||||||||||baltimore||||	show me economy fares from dallas to baltimore
atis_flight|||continental airlines|||||||||||||||||||||||twentieth|august|||||||||||||||||||washington|||||||||||||||||||||||||||||pittsburgh||||	i would like a flight on continental airlines on august twentieth from washington to pittsburgh
atis_flight|||||||||||||||||||||||||wednesday|||||||||||||||||nonstop||||denver|||||||||||||||||||||||||||||washington||dc||	do you have a flight on wednesday from denver to washington dc nonstop
atis_abbreviation||||ewr|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	what is ewr
atis_flight||||||||||||||||||||||||||||||||||||||||||||||boston|||||||||||||||||||||||||||||san francisco||||	i want to fly boston to san francisco
atis_flight||||||||||||||||||||||||||twenty seventh|august|||||evening||||||||||||||dallas|||||||||||||||||||||||||||||atlanta||||	what flight leaves dallas for atlanta on august twenty seventh in the evening
atis_flight|||||||||||||||||||||||||wednesday|||||||morning||||||||||||||baltimore|||||||||||||||||||||||||||||newark||||	wednesday morning flights between baltimore and newark
atis_flight||||||||||||||||||||||||||||||||||||||||||||||dallas|||||||||||||||||||||||||||||pittsburgh||||	show me flights from dallas to pittsburgh
atis_flight|||continental||||||||||||11 pm|after|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||chicago||||	what flights are there arriving in chicago on continental after 11 pm
atis_airfare|||delta|||||||||||||||||lowest cost||||||||||||||||||||||||||boston|||||||||||||||||||||||||||||san francisco||||	what is the lowest cost fare that delta has between boston and san francisco
atis_flight||||||||||||||||||||||||||||||||||||||||||||||boston|||||||||||||||||||||||||||||san francisco||||	i'd like to go from boston to san francisco
atis_airfare||||||||||||||||||||less|||||||||||||||||1000 dollars|||||||||pittsburgh||||||||||||||||||round trip|||||||||||philadelphia||||	round trip air fares from pittsburgh to philadelphia less than 1000 dollars
atis_airline||||||||||||||||||||||||||||||||||||||||||||||pittsburgh|||||||||||||||||||||||||||||baltimore||||	does any airline have a jet flight between pittsburgh and baltimore
atis_abbreviation||||mco|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	what is mco
atis_flight||||||||||||||||||||||||next|saturday|||||||||||||||||||||newark||new jersey||||||||||||||||||||||||||ontario international|||||	show me the flights from newark new jersey to ontario international next saturday
atis_flight||||||||||||||||||||||||||||||||||||||||||||||dallas fort worth|||||||||||||||||||||||||||||philadelphia||||	i want to fly from dallas fort worth to philadelphia
atis_flight||||||||||||||||||||||||||||||||||||||||||||||new york city|||||||||||||||||||||||||||||las vegas||||	show me flights between new york city and las vegas
atis_distance|||||||||||||||||||||||||||||||||||||||||||||atlanta airport||||||||||||||||||||||||||||||atlanta||||	how long does it take to get from atlanta airport into the city of atlanta
atis_airfare||||||||||||||||||first class||||||||||||||||||||||||||||dallas|||||||||||||||||||||||||||||baltimore||||	show me all first class prices from dallas to baltimore
atis_flight||||||||||||||||||||||||||||||||||||||||||||||san francisco||||||||||||||||||||||dallas fort worth|||||||boston||||	is there a flight between san francisco and boston with a stopover in dallas fort worth
atis_ground_service|||||||||||||||||san francisco||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	show me ground transportation information for san francisco
atis_flight||||||||||||||||||||||||||||||||||||||||inexpensive||||||baltimore|||||||||||||||||||||||||||||san francisco||||	need an inexpensive flight from baltimore to san francisco
atis_flight||||||||||||||||||||||||||||||||||||||||earliest||||||boston|||||breakfast||||||||||||||||||||||||oakland||||	find the earliest flight from boston to oakland that serves breakfast
atis_flight||||||||||||||||||||||||||||||||||||||||||||||philadelphia|||||||||||||||||||||||||||||san francisco||||	i'd like to fly from philadelphia to dallas to san francisco
atis_flight|||||||||||||||||||direct|||||||||||||||||||||||||||atlanta|||||||||||||||||||||||||||||baltimore||||	show me all the direct flights from atlanta to baltimore
atis_flight||||||||||||||||||||||||||||||||||||||||latest||||||houston|||||||||||||||||||||||||||||san jose||||	latest flight from houston to san jose
atis_flight|||||||sunday|||||||||||||||||||||||||||||||||||||||new york city|||||||||||||||||||||||||||||las vegas||||	what're the flights from new york city to las vegas that arrive on a sunday
atis_flight|||united airlines|||||||||||||||||||||||||||||||||||||||||||washington|dc||||||||||||||||||||||||||||denver|||colorado|	i would like to fly united airlines from washington dc to denver colorado
atis_flight|||united|||||||||||||||||||||||||||||||||economy||||||||||dallas|||||||||||||||||||||||||||||baltimore||||	okay i need to see economy flights on united between dallas and baltimore
atis_flight|||||||||||||||||||||||||wednesday|||||||morning||||||||||||||pittsburgh|||||breakfast||||||||||||||||||||||||atlanta||||	please show me flights from pittsburgh to atlanta on wednesday morning serving breakfast
atis_flight||||||||||||||||||||||||||||||||||||||||||||||baltimore|||||||||||||||||||||||||||||atlanta||||	i need information for flights leaving baltimore and arriving in atlanta
atis_flight||||||||||tomorrow|||||9 o'clock am|before||||||||||||||||||||||||||||||san francisco|||||||||||||||||||||||||||||pittsburgh||||	show me all flights from san francisco to pittsburgh which arrive in pittsburgh before 9 o'clock am tomorrow
atis_airfare||||||||||||||||||||||||||||||||||||||||||||||dallas|||||||||||||||||||||||||||||san francisco||||	show me the fares from dallas to san francisco
atis_flight||||||||||||||||||||||||||||||||||||||||||||||baltimore|||||||||||||||||||||||||||||philadelphia||||	please give me flights available from baltimore to philadelphia
atis_flight||||||||||||||||||||||||||first|january||1992|||||||||||||||||boston|||||||||||||||||||||||||||||san francisco||||	what are the flights on january first 1992 from boston to san francisco
atis_flight||||||||||||||||||||||||||||||2 pm|||10 am|||||||||||||denver|||||||||||||||||||||||||||||baltimore||||	flights from denver to baltimore between 10 am and 2 pm
atis_ground_service|||||||||||||||||atlanta||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	what ground transportation is there in atlanta
atis_flight|||||||||||515 pm|||445||||||||||||||||||||||||||||nonstop||||washington|||||||||||||||||||||||||||||oakland||||	list nonstop flights from baltimore washington to oakland that arrive between 445 and 515 pm
atis_flight|||||||||||||||||||||||||friday|||||8 pm|||6 pm|||||||||||||baltimore|||||||||||||||||||||||||||||san francisco||||	show flights from baltimore to san francisco between 6 pm and 8 pm on friday
atis_flight||||||||||||||||||||||||||||||||||||||||||||||denver|||||||||||||||||||||||||||||san francisco||||	i want to fly from denver to san francisco
atis_airfare||||||||||||||||||coach||||||||||||||||||||||only weekdays||||||denver|||||||||||||||||||||||||||||boston||||	coach fares only weekdays for denver to boston
atis_airfare||||||||||||||||||coach||||||||||||||||3 pm|after|||||||||||newark|||||||||||||||||||||||||||||la||||	what are the coach fares for flights from newark to la leaving after 3 pm
atis_flight||||||||||||||||||||||||||||||||||||||||||||||philadelphia|||||||||||||||||||||||||||||toronto||||	from philadelphia to toronto
atis_flight||||||||||||||||||||||||||||||||||||||||||nonstop||||philadelphia|||||||||||||||||||||||||||||pittsburgh||||	i would like a nonstop flight from philadelphia to pittsburgh
atis_flight||||||||||||||||||||||||||||||||afternoon||||||||||||||minneapolis|||||||||||||||||||||||||||||indianapolis||||	what are my choices of flights leaving early afternoon from minneapolis to indianapolis
atis_flight||||||||||||||||||||cheapest||||||||||||||8|before|||||||||||boston|||||||||||||||||||||||||||||atlanta||||	what is the cheapest flight flying from boston to atlanta before 8
atis_flight|||||||||||||||||||||||||||||||||||||||daily|||||||boston||||||||||||||||||round trip|||||||||||oakland||||	list possible round trip daily flights between boston and oakland
atis_airfare||||||||||||||||||||||||||||||||||||||||||||||baltimore||||||||||||||||||round trip|||||||||||philadelphia||||	please give me round trip fares from baltimore to philadelphia
atis_flight||||||||||||||||||||||||||||||||||||||||||||||long beach||||||||||||||||||||||dallas|||||||st. louis||||	find a flight from long beach to st. louis stopping in dallas
atis_flight|||||||||||||||||||||||||friday|||||||night||||||||||||||st. paul|||meals||||||||||||||||||||||||||kansas city||||	please list the flights from st. paul to kansas city on friday night that serve meals
atis_airfare||||||||fourth|july|||||||||||lowest cost||||||||||||||||||||||||||dallas|||||||||||||||||||||||||||||baltimore||||	what is lowest cost air fare available for a flight from dallas to baltimore arriving on july fourth
atis_flight||||||||||||||||||||||||||||||||||||||||||||||baltimore|||||||||||||||||||||||||||||dallas||||	can you show me the flights from baltimore to dallas
atis_flight|||||||||||||||||||||||||saturday|||||||||||||||||||||philadelphia|||||||||||||||||||||||||||||dallas||||	i need flight information on saturday for a flight from philadelphia to dallas
atis_flight||||||||||||||||||||||||||||||||||||||||||||||denver|||||||||||||||||||||||||||||atlanta||||	show me the flights from denver that go to pittsburgh and then atlanta
atis_flight||||||||||||||||||||||||||||||||||||||||earliest||||||boston|||||||||||||||||||||||||||||philadelphia||||	what is the earliest flight you have leaving boston heading to philadelphia
atis_flight||||||||||||||||||||least expensive||||||||||||||||||||||||||denver|||||||||||||||||||||||||||||atlanta||||	what are the least expensive flights from denver to atlanta
atis_ground_service|||||||||||||||||dallas||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	what kind of ground transportation is there once i get to dallas
atis_flight|||||||||||||||||||||||||thursday|||||||mornings||||||||||||||atlanta|||||||||||||||||||||||||||||washington||||	show me the flights that go from atlanta to washington on thursday mornings
atis_flight|||delta|||||||||||||||||||||||||||||||||||||||||||philadelphia|||||||||||||||||||||||||||||san francisco||||	find a flight on delta from philadelphia to san francisco
atis_flight||||||||||||||||||||||||||||||||||||||||||||||boston||||||||||||||||||||||philadelphia|||||||dallas fort worth||||	do you have any flights from boston to dallas fort worth that stop over in philadelphia
atis_abbreviation||ff|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	what is ff
atis_flight||||||||||||||||||||||||||||||||||||||||||nonstop||||boston|||||||||||||||||||||||||||||san francisco||||	show all nonstop flights from boston to san francisco
atis_ground_service|||||||||||||||||denver||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	what kind of ground transportation is available in denver
atis_flight||||||||||||||||||||||||||||||||||||||||||||||indianapolis|||||||||||||||||||||||||||||houston||||	i would like to travel from indianapolis to houston
atis_flight||||||||||||||||||||||||||||||||||||||||||||||boston||||||||||||||||||round trip|||||||||||pittsburgh||||	find travel arrangements for a round trip flight from boston to pittsburgh
atis_flight|||||||||||||||||||||||||tuesday|||||||||||||||||||||atlanta|||||||||||||||||||||||||||||st. louis||||	please list the tuesday flights from atlanta to st. louis
atis_flight||||||||||||||||||||||||||||||||||||||||||||||atlanta|||||||||||||||||||||||||||||san francisco||||	show me all flights from atlanta to san francisco
atis_airfare||||||||||||||||||||cheapest||||||||||||||||||||||||||dallas|||||||||||||||||||||||||||||denver||||	what is the cheapest fare i can get from dallas to denver
atis_flight||||||||||||||||||||||||||||||||||||||||latest||||||salt lake city|||||||||||||||||||||||||||||st. petersburg||||	what is the latest flight from salt lake city to st. petersburg
atis_flight|||continental|||||||||||||||||||||||||||||||||||||||||||chicago|||||||||||||||||||||||||||||san francisco||||	chicago to san francisco on continental
atis_flight||||||||||||||||||||||||||||||||||||||||||||||oakland|||||||||||||||||||||||||||||salt lake city||||	could you show me all the flights from oakland to salt lake city
atis_city|||canadian airlines international||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	what cities are served by canadian airlines international
atis_flight||||||||||||||||||||||||||||||||||||||||||||||san francisco|||||||||||||||||||||||||||||philadelphia||||	san francisco to philadelphia please
atis_flight||||||||||||||||||||||||||||||||||||||||||||||nashville|||||||||||||||||||||||||||||seattle||||	flights from nashville to seattle
atis_flight|||||||||||||||||||||||||friday|||||||afternoon||||||||||||||philadelphia|||||||||||||||||||||||||||||oakland|||california|	what flights are available friday afternoon from philadelphia to oakland california
atis_flight||||||||||||||||||||||||||||||7 pm|||530|||||||||||||toronto|||||||||||||||||||||||||||||salt lake city||||	tell me about flights from toronto to salt lake city leaving toronto between 530 and 7 pm
atis_ground_service|||||||||||||||||dallas fort worth||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	what kinds of ground transportation is available in dallas fort worth
atis_flight|||||||||||||||||||||||||wednesday|||||||||||||||||||||boston|||||||||||||||||||||||||||||denver||||	requesting flight information from boston to denver on wednesday
atis_flight||||||||||||||||||||||||||||||||||||||||||||||toronto||||||||||||||||||||||denver|||||||san diego||||	can you list all flights departing from toronto and landing in san diego with a stopover in denver
atis_flight||||||||||||||||||||||||||||||||||7 pm|before|||||||||||denver|||||||||||||||||||||||||||||pittsburgh||||	all flights from denver to pittsburgh leaving after 6 pm and before 7 pm
atis_flight|||||||||||||||||||||||||wednesday|||||||||||||||||||||phoenix|||||||||||||||||||||||||||||detroit||||	list flights from phoenix to detroit on wednesday
atis_distance|||||||||||||||||||||||||||||||||||||||||||||pittsburgh airport||||||||||||||||||||||||||||||pittsburgh||||	what is the distance between pittsburgh airport and downtown pittsburgh
atis_flight|||||||||||||||||||||||||||||||||||||||||||||love field||||||||||||||||||||||||||||||||||	show me the flights from love field to any other airport
atis_flight||||||||||||||||||||||||||||||||||||||||||||||charlotte|||||dinner|||||||||||||||||st. louis|||||||las vegas||||	find a flight from charlotte to las vegas that stop in st. louis that serve dinner and i want to find the airline for this flight
atis_flight||||||||||||||||||||||||||||||||||||||||||||||washington|dc||||||||||||||||||||||||||||tampa|||florida|	list all flights from washington dc to tampa florida
atis_airfare||||||||||||||||||||cheapest||||||||||||||||||||||||||boston||||||||||||||||||one way|||||||||||san francisco||||	can you tell me the cheapest one way fare from boston to san francisco
atis_airline|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	what airlines are there
atis_flight|||||||||||||||5 pm|||||||||||||||||afternoon||||||||||nonstop||||denver|||||||||||||||||||||||||||||san francisco||||	i would like a flight between denver and san francisco leaving from denver in the afternoon and arriving at 5 pm it must be a nonstop flight
atis_airline||||||||||||||||||||||||||||||||||||||||||||||||||||more|||||||||||||||||||||||||||	is there an airline that advertises having more flights than any other airline
atis_flight||||||||||||||||||||||||||||||||||||||||||||||phoenix|||||||||||||||||||||||||||||denver||||	phoenix to denver
atis_airfare||||||||||||||||||||lowest||||||||||||||||||||||||||denver|||||||||||||||||||||||||||||atlanta||||	what is the lowest fare from denver to atlanta
atis_flight||||||||||||||||||||||||||eleventh|november|||||||||||||||||||boston|||||||||||||||||||||||||||||washington||dc||	all flights from boston to washington dc on november eleventh
atis_flight||||||||||||||||||||||||||||||||||||||||||||||nashville|||||||||||||||||||||||||||||cleveland||||	flight from nashville to cleveland
atis_flight||||||||||||||||||||||||||||||||||||||||||||||baltimore|||||||||||||||||||||||||||||philadelphia||||	i would like to see the flights from baltimore to philadelphia please
atis_flight||twa||||||||||||||||||||||||||||||||||||||||||||boston|||||||||||||||||||||||||||||denver||||	i want a flight on twa from boston to denver
atis_flight||||||||||||||||||||lowest|||||saturday|||||||||||||||||||||boston||||||||||||||||||one way|||||||||||washington||||	can you list flights from boston to washington with the lowest one way fares that leave on saturday
atis_flight||||||||||||||||||||||||||||||||||||||||||||||pittsburgh|||||||||||||||||||||||||||||baltimore||||	give me flights that arrive in baltimore from atlanta denver and pittsburgh
atis_flight||||||||||||||||||first class||||||||||||||||||||||||||||washington|dc||||||||||||||||||||||||||||san francisco||||	all flights leaving washington dc to san francisco that are first class
atis_flight||||||||||||||||||||||||||||||||||||||||||||||baltimore|||||||||||||||||||||||||||||seattle||||	i need a flight from baltimore to seattle
atis_ground_service|||||||||||||||||philadelphia||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	what are the ground transportation services in philadelphia
atis_abbreviation||||||||||||||||||||||||||||||||||||||qo|||||||||||||||||||||||||||||||||||||||||	what does fare code qo mean
atis_ground_service|||||||||||||||||washington||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	ground transportation washington
atis_flight||||||||||||||||||||||||||||||||||||||||latest||||||||||||||||||||||||||||||||||love field|||||	show me the latest flight to love field
atis_airline||||||||||||||||||||||||||||||||||||||||||||||boston|||||||||||||||||||||||||||||atlanta||||	what airlines fly between boston and atlanta
atis_flight|||american's|||||||||||||||||||||||twenty first|july|||||||||||||last||||||boston|||||||||||||||||||||||||||||washington||dc||	what is american's last flight from boston to washington dc on july twenty first
atis_flight|||||||||||||||||||||||||wednesday|||||||morning||||||||||||||boston|||||||||||||||||||||||||||||denver||||	show flights from boston to denver on wednesday morning
atis_flight|||||||||||||||noon|before|||||||||monday|||||||||||||||||||||philadelphia|||meal||||||||||||||||||||||||||boston||||	show me all flights from philadelphia to boston on monday which serve a meal and arrive before noon
atis_flight|||delta airlines||||||||||||||||||||||||||||||||||||daily|||||||oakland|||||||||||||||||||||||||||||boston||||	list all daily flights between boston and oakland and between oakland and boston using delta airlines
atis_flight|||||||||||||||||||||||||thursday|||||||||||||||||||||ontario|||||||||||||||||||||||||||||los angeles||||	i need a flight from ontario to los angeles on a thursday
atis_airfare||dl|||||||||||||||||||||||||||||||||||||||217|||||dallas|||||||||||||||||||||||||||||san francisco||||	what are the fares from dallas to san francisco on flight dl 217
atis_flight||||||||||||||||||||||||||||||||||||||||||||||montreal|||||||||||||||||||||||||||||chicago||||	what are the flights from montreal to chicago
atis_flight|||united airline|||||||||||||||first class|||||||||||||||||||||daily|||||||denver|||||||||||||||||||||||||||||baltimore||||	list daily flights of united airline from denver to baltimore with first class service
